#./overdamped_3d --dev=1 --amp=40 --omega=1 --force=0 --Dg=0.01 --block=256 --paths=16384 --periods=1000 --trans=100 --samples=100 --spp=500 --algorithm=euler --pav=1 --mode=moments --domain=2d --domainx=l:0.95:2.05:100:1 --domainy=s:-1.05:0.05:100:1 --domainz=D:-6:-1:100:1 --q=2 --eps=0 --phi=1.57079632679 --lambda=30.0 --zeta=0.0333333333333 --comp=0 --mean=1.0 --second=3.14 --skew=-0.99 --distribution=s>> symmetric_var_lam_l:0.95:2.05:100:1_s:-1.05:0.05:100:1_40_-0.99_1.0.dat
#l s <<v>> qnu(q) mu_q Dx Gx EBx
8.912509e+00 8.912510e-02 4.659285e-07 4.576322e-04 7.523880e+00 5.987332e-04 -2.453624e-01 3.426194e-03
9.141131e+00 8.912510e-02 -1.908237e-07 2.859838e-03 7.553570e+00 6.010931e-04 -2.483249e-01 3.379345e-03
9.375619e+00 8.912510e-02 -4.884850e-07 -1.556589e-03 7.516098e+00 5.981046e-04 -2.465900e-01 3.423333e-03
9.616121e+00 8.912510e-02 3.996082e-07 -4.650815e-04 7.529625e+00 5.991913e-04 -2.482941e-01 3.410220e-03
9.862793e+00 8.912510e-02 1.709234e-07 -3.254339e-04 7.480077e+00 5.952468e-04 -2.363323e-01 3.281713e-03
1.011579e+01 8.912510e-02 -3.966569e-07 -7.335260e-04 7.484590e+00 5.956083e-04 -2.372557e-01 3.256798e-03
1.037528e+01 8.912510e-02 -1.608467e-07 -4.723390e-04 7.441973e+00 5.922174e-04 -2.272667e-01 3.220558e-03
1.064143e+01 8.912510e-02 -1.707969e-07 5.270272e-04 7.571384e+00 6.025099e-04 -2.555486e-01 3.283978e-03
1.091440e+01 8.912510e-02 9.655021e-08 -8.051014e-04 7.584168e+00 6.035235e-04 -2.606362e-01 3.190756e-03
1.119438e+01 8.912510e-02 1.117706e-07 8.529217e-04 7.367446e+00 5.862814e-04 -2.071256e-01 3.108859e-03
1.148154e+01 8.912510e-02 3.643611e-07 -1.052016e-03 7.525259e+00 5.988408e-04 -2.448492e-01 3.032923e-03
1.177606e+01 8.912510e-02 -2.531386e-07 1.146317e-03 7.511396e+00 5.977396e-04 -2.344969e-01 3.042817e-03
1.207814e+01 8.912510e-02 2.266611e-07 -1.542758e-03 7.616990e+00 6.061357e-04 -2.674851e-01 3.023863e-03
1.238797e+01 8.912510e-02 -1.183478e-07 2.231942e-03 7.500189e+00 5.968428e-04 -2.302020e-01 2.945662e-03
