2.630268e+00 1.000000e+00 1.041287e+00 1.031458e+00 5.675808e+04 4.497082e+00 -3.475541e-02 6.422997e-04 
3.311311e+00 2.000000e+00 1.121720e+00 9.968997e-01 6.899270e+04 5.495620e+00 -2.097875e-02 5.730391e-04 
4.168694e+00 3.000000e+00 1.214524e+00 1.013991e+00 8.491264e+04 6.749761e+00 7.079840e-03 5.201101e-04 
4.786300e+00 4.000000e+00 1.310935e+00 1.012482e+00 9.536746e+04 7.591054e+00 -1.964581e-02 4.841089e-04 
5.495407e+00 5.000000e+00 1.410569e+00 1.017354e+00 1.078057e+05 8.558716e+00 -3.762305e-02 4.509687e-04 
6.606931e+00 6.000000e+00 1.510108e+00 1.026951e+00 1.337913e+05 1.066656e+01 1.040220e-03 4.312992e-04 
6.918305e+00 7.000000e+00 1.611874e+00 1.011087e+00 1.331854e+05 1.048194e+01 -5.216479e-03 4.101992e-04 
7.943276e+00 8.000000e+00 1.712525e+00 1.019045e+00 1.543610e+05 1.221673e+01 1.247680e-02 4.024506e-04 
8.317631e+00 9.000000e+00 1.814387e+00 9.996869e-01 1.591931e+05 1.269738e+01 -6.441891e-03 4.019737e-04 
9.120100e+00 1.000000e+01 1.916266e+00 9.961136e-01 1.712642e+05 1.359565e+01 -1.295191e-02 3.775358e-04 
9.999990e+00 1.100000e+01 2.017560e+00 1.000807e+00 1.930394e+05 1.536545e+01 -1.404583e-02 3.801584e-04 
1.096477e+01 1.200000e+01 2.119244e+00 9.962794e-01 2.117669e+05 1.689589e+01 3.518641e-02 3.707409e-04 
1.148153e+01 1.300000e+01 2.221158e+00 1.007878e+00 2.185226e+05 1.734279e+01 1.962185e-04 3.616810e-04 
1.202263e+01 1.400000e+01 2.322927e+00 1.001305e+00 2.232659e+05 1.774896e+01 -1.838011e-02 3.424883e-04 
1.318255e+01 1.500000e+01 2.424080e+00 9.896944e-01 2.409821e+05 1.925138e+01 1.920414e-02 3.453493e-04 
1.380383e+01 1.600000e+01 2.525709e+00 1.007861e+00 2.613026e+05 2.078563e+01 3.210485e-02 3.327131e-04 
1.380383e+01 1.700000e+01 2.628450e+00 9.911298e-01 2.536026e+05 2.005607e+01 1.355004e-02 3.331900e-04 
1.513559e+01 1.800000e+01 2.730506e+00 9.887334e-01 2.786396e+05 2.221294e+01 -3.308666e-02 3.280640e-04 
