1.584891e+01 1.900000e+01 2.831822e+00 9.891097e-01 2.887925e+05 2.313985e+01 -3.884673e-02 3.211498e-04 
1.737799e+01 2.000000e+01 2.934403e+00 9.907451e-01 3.289395e+05 2.611669e+01 3.206217e-02 3.044605e-04 
1.737799e+01 2.100000e+01 3.036619e+00 9.874623e-01 3.245058e+05 2.570161e+01 5.175090e-02 3.165007e-04 
1.737799e+01 2.200000e+01 3.139444e+00 1.001970e+00 3.257458e+05 2.571434e+01 8.248687e-03 3.190041e-04 
1.905458e+01 2.300000e+01 3.241521e+00 9.866962e-01 3.564603e+05 2.812841e+01 -1.720476e-02 3.058910e-04 
1.995259e+01 2.400000e+01 3.342225e+00 1.004824e+00 3.935105e+05 3.116636e+01 -5.154437e-02 3.163815e-04 
1.995259e+01 2.500000e+01 3.446189e+00 9.979447e-01 3.773955e+05 3.012994e+01 -1.855594e-02 3.048182e-04 
2.089293e+01 2.600000e+01 3.547204e+00 1.001965e+00 3.989528e+05 3.182080e+01 1.355350e-02 3.054142e-04 
2.187758e+01 2.700000e+01 3.650922e+00 1.013266e+00 4.186277e+05 3.345055e+01 -1.478910e-02 2.977848e-04 
2.290864e+01 2.800000e+01 3.752634e+00 9.867914e-01 4.302186e+05 3.404642e+01 -1.620364e-02 2.876520e-04 
2.290864e+01 2.900000e+01 3.854848e+00 9.980212e-01 4.304561e+05 3.415338e+01 -1.731426e-02 2.936125e-04 
2.398829e+01 3.000000e+01 3.957954e+00 1.001466e+00 4.492243e+05 3.590535e+01 -2.640003e-02 2.954006e-04 
2.398829e+01 3.100000e+01 4.058453e+00 9.999679e-01 4.457034e+05 3.538078e+01 -5.173147e-03 2.969503e-04 
2.630263e+01 3.200000e+01 4.159594e+00 9.939204e-01 4.890677e+05 3.909354e+01 5.991697e-03 2.901554e-04 
2.630263e+01 3.300000e+01 4.260577e+00 1.005319e+00 4.916858e+05 3.956210e+01 1.098764e-02 2.886057e-04 
2.630263e+01 3.400000e+01 4.364965e+00 9.990069e-01 4.962600e+05 3.967414e+01 -2.450049e-03 2.920628e-04 
2.630263e+01 3.500000e+01 4.463742e+00 9.916862e-01 4.855600e+05 3.912920e+01 1.669168e-02 2.838373e-04 
2.884026e+01 3.600000e+01 4.565382e+00 1.001436e+00 5.279081e+05 4.172151e+01 2.850330e-02 2.701283e-04 
2.884026e+01 3.700000e+01 4.665178e+00 1.003813e+00 5.299042e+05 4.257204e+01 3.398192e-02 2.790689e-04 
3.019946e+01 3.800000e+01 4.767834e+00 9.890521e-01 5.546716e+05 4.460922e+01 4.541874e-04 2.759695e-04 
3.019946e+01 3.900000e+01 4.869246e+00 9.934948e-01 5.599838e+05 4.429855e+01 -2.663136e-04 2.877712e-04 
3.162271e+01 4.000000e+01 4.970249e+00 9.848743e-01 5.796429e+05 4.568383e+01 4.226363e-02 2.734661e-04 
3.162271e+01 4.100000e+01 5.071125e+00 9.870734e-01 5.862876e+05 4.648852e+01 1.644111e-02 2.716780e-04 
3.311305e+01 4.200000e+01 5.172166e+00 9.847684e-01 6.051703e+05 4.778213e+01 -3.922230e-02 2.752542e-04 
3.311305e+01 4.300000e+01 5.273808e+00 9.904343e-01 6.147048e+05 4.877016e+01 -5.999929e-02 2.691746e-04 
3.311305e+01 4.400000e+01 5.375708e+00 9.906016e-01 6.025983e+05 4.744600e+01 -2.940011e-02 2.783537e-04 
3.630773e+01 4.500000e+01 5.477374e+00 9.765888e-01 6.533186e+05 5.188705e+01 -1.384979e-02 2.614260e-04 
3.630773e+01 4.600000e+01 5.576397e+00 9.802297e-01 6.600147e+05 5.274267e+01 -1.964688e-03 2.621412e-04 
3.630773e+01 4.700000e+01 5.681579e+00 9.725575e-01 6.614725e+05 5.287509e+01 -1.494336e-02 2.722740e-04 
3.630773e+01 4.800000e+01 5.779390e+00 9.819295e-01 6.610849e+05 5.215189e+01 -3.456950e-02 2.650023e-04 
3.801886e+01 4.900000e+01 5.878738e+00 1.001529e+00 7.065585e+05 5.608365e+01 -5.452573e-03 2.666712e-04 
3.801886e+01 5.000000e+01 5.980200e+00 1.001674e+00 7.127518e+05 5.600217e+01 2.196193e-03 2.708435e-04 
3.981063e+01 5.100000e+01 6.084335e+00 9.950805e-01 7.473940e+05 5.993393e+01 5.062401e-02 2.671480e-04 
3.981063e+01 5.200000e+01 6.184201e+00 9.786534e-01 7.331715e+05 5.872181e+01 3.562021e-02 2.777576e-04 
3.981063e+01 5.300000e+01 6.284261e+00 9.802420e-01 7.257269e+05 5.745875e+01 2.603161e-02 2.658367e-04 
4.168685e+01 5.400000e+01 6.383420e+00 9.922323e-01 7.731226e+05 6.207297e+01 6.074774e-02 2.779961e-04 
4.168685e+01 5.500000e+01 6.485399e+00 9.735726e-01 7.516739e+05 5.964872e+01 2.464449e-02 2.689362e-04 
4.168685e+01 5.600000e+01 6.584441e+00 9.597142e-01 7.537419e+05 6.029044e+01 3.532934e-02 2.707243e-04 
4.365149e+01 5.700000e+01 6.683437e+00 9.845654e-01 8.001552e+05 6.419164e+01 8.899331e-03 2.669096e-04 
4.365149e+01 5.800000e+01 6.783043e+00 9.855585e-01 8.071181e+05 6.461945e+01 5.089450e-02 2.797842e-04 
4.365149e+01 5.900000e+01 6.881367e+00 9.809871e-01 7.920923e+05 6.267394e+01 1.858497e-02 2.701283e-04 
4.570871e+01 6.000000e+01 6.980029e+00 1.013202e+00 8.725989e+05 6.919292e+01 6.333113e-02 2.733469e-04 
4.786290e+01 6.100000e+01 7.078503e+00 1.020584e+00 9.414567e+05 7.347101e+01 4.013705e-02 2.679825e-04 
4.570871e+01 6.200000e+01 7.177763e+00 9.932007e-01 8.634148e+05 6.902995e+01 5.972016e-02 2.709627e-04 
4.786290e+01 6.300000e+01 7.277853e+00 1.016670e+00 9.474127e+05 7.547764e+01 7.629871e-02 2.641678e-04 
4.786290e+01 6.400000e+01 7.376051e+00 9.973795e-01 9.047285e+05 7.101620e+01 7.844639e-02 2.585649e-04 
5.011861e+01 6.500000e+01 7.474081e+00 1.017656e+00 9.767038e+05 7.804449e+01 8.758867e-02 2.591610e-04 
5.011861e+01 6.600000e+01 7.576655e+00 1.008697e+00 9.589579e+05 7.606842e+01 5.167294e-02 2.610683e-04 
5.011861e+01 6.700000e+01 7.675898e+00 1.001101e+00 9.405284e+05 7.458128e+01 7.995594e-02 2.593994e-04 
5.011861e+01 6.800000e+01 7.774275e+00 9.921014e-01 9.530242e+05 7.639437e+01 5.092609e-02 2.694130e-04 
5.248062e+01 6.900000e+01 7.870678e+00 9.819580e-01 9.867927e+05 7.843156e+01 3.867972e-02 2.498627e-04 
5.248062e+01 7.000000e+01 7.969066e+00 9.868482e-01 9.751130e+05 7.845193e+01 4.365444e-02 2.471209e-04 
5.248062e+01 7.100000e+01 8.066183e+00 9.881232e-01 9.738532e+05 7.737222e+01 5.382359e-02 2.570152e-04 
5.248062e+01 7.200000e+01 8.163714e+00 1.000675e+00 9.845742e+05 7.847230e+01 5.732846e-02 2.498627e-04 
5.495395e+01 7.300000e+01 8.261794e+00 9.953268e-01 1.038838e+06 8.148733e+01 4.121304e-02 2.490282e-04 
5.495395e+01 7.400000e+01 8.361588e+00 1.011581e+00 1.054321e+06 8.380972e+01 6.127751e-02 2.449751e-04 
5.495395e+01 7.500000e+01 8.458916e+00 9.938690e-01 1.039108e+06 8.342265e+01 1.684451e-02 2.532005e-04 
5.754385e+01 7.600000e+01 8.557843e+00 9.892870e-01 1.094163e+06 8.776185e+01 -2.427047e-02 2.478361e-04 
5.754385e+01 7.700000e+01 8.653388e+00 9.890477e-01 1.096931e+06 8.772111e+01 -6.234407e-03 2.427101e-04 
5.754385e+01 7.800000e+01 8.754330e+00 1.009482e+00 1.097961e+06 8.739516e+01 2.787471e-02 2.505779e-04 
5.754385e+01 7.900000e+01 8.849247e+00 1.010603e+00 1.105288e+06 8.710995e+01 -3.272653e-02 2.514124e-04 
6.025581e+01 8.000000e+01 8.945051e+00 1.000462e+00 1.148046e+06 9.228440e+01 -1.692533e-03 2.385378e-04 
6.025581e+01 8.100000e+01 9.046210e+00 9.966600e-01 1.153027e+06 9.142878e+01 -1.052552e-02 2.392530e-04 
6.025581e+01 8.200000e+01 9.141288e+00 1.008320e+00 1.160622e+06 9.165287e+01 -2.063370e-02 2.369881e-04 
6.025581e+01 8.300000e+01 9.234968e+00 9.958002e-01 1.150012e+06 9.155101e+01 -4.323483e-03 2.408028e-04 
6.309557e+01 8.400000e+01 9.332781e+00 1.000302e+00 1.196491e+06 9.472902e+01 -2.721667e-02 2.510548e-04 
6.309557e+01 8.500000e+01 9.433672e+00 9.991005e-01 1.187021e+06 9.637914e+01 -2.687073e-02 2.449751e-04 
6.309557e+01 8.600000e+01 9.527677e+00 9.887736e-01 1.177172e+06 9.344559e+01 -9.280443e-05 2.428293e-04 
6.309557e+01 8.700000e+01 9.623787e+00 9.819906e-01 1.154086e+06 9.291592e+01 -2.348918e-02 2.393723e-04 
6.309557e+01 8.800000e+01 9.721567e+00 1.011817e+00 1.203106e+06 9.560501e+01 -2.349889e-02 2.412796e-04 
6.606917e+01 8.900000e+01 9.815928e+00 1.019889e+00 1.282322e+06 1.012480e+02 -2.344817e-02 2.466440e-04 
6.606917e+01 9.000000e+01 9.912266e+00 1.021426e+00 1.281647e+06 1.020425e+02 -1.788706e-02 2.429485e-04 
6.606917e+01 9.100000e+01 1.000841e+01 1.004975e+00 1.263991e+06 9.943491e+01 -1.036233e-02 2.409220e-04 
6.606917e+01 9.200000e+01 1.010049e+01 1.001186e+00 1.255084e+06 1.016554e+02 -4.969454e-02 2.416372e-04 
6.606917e+01 9.300000e+01 1.019603e+01 1.023708e+00 1.289982e+06 1.029592e+02 -3.143024e-02 2.464056e-04 
6.918291e+01 9.400000e+01 1.028729e+01 9.992672e-01 1.329318e+06 1.050372e+02 -9.324670e-03 2.436638e-04 
6.918291e+01 9.500000e+01 1.038723e+01 1.000496e+00 1.333482e+06 1.082152e+02 -1.665890e-02 2.408028e-04 
7.244340e+01 9.600000e+01 1.048339e+01 9.956222e-01 1.367604e+06 1.091115e+02 -3.692925e-03 2.410412e-04 
7.244340e+01 9.700000e+01 1.057951e+01 9.997928e-01 1.371396e+06 1.094782e+02 1.556575e-02 2.381802e-04 
7.244340e+01 9.800000e+01 1.067684e+01 9.934775e-01 1.371018e+06 1.115154e+02 4.514456e-03 2.422333e-04 
7.244340e+01 9.900000e+01 1.077054e+01 9.909952e-01 1.359044e+06 1.080929e+02 -9.687841e-03 2.452135e-04 
7.244340e+01 1.000000e+02 1.086692e+01 9.763468e-01 1.345682e+06 1.067891e+02 -1.424313e-02 2.335310e-04 
