#./underdamped_3d_var --dev=3 --amp=17.85 --omega=1.59 --force=0 --gam=0.03183 --Dg=0.5 --block=256 --paths=16384 --periods=1000000 --trans=100000 --samples=100 --spp=100 --algorithm=predcorr --icav=1 --pav=1 --mode=moments --domain=1d --domainx=D:-1:1:100:1 --domainy= --domainz= --q=2 --eps=0 --phi=0 --lambda=0 --Dp=0 --comp=0 --mean=0 >> fig1_omega1.59_amp17.85.dat
#D <<v>> <<v^2>> atav2 qnu(q) mu_q Dx Gx Gv EBx EBv
3.801891e+00 3.832100e-04 4.781888e+01 1.182316e-04 1.008185e+00 1.652023e+09 2.090286e+02 -5.674070e-02 -4.319560e-01 4.887581e-06 8.041187e+02
3.981068e+00 2.440240e-05 4.785502e+01 1.209791e-04 1.003765e+00 1.706875e+09 2.159690e+02 -3.491831e-02 -4.299507e-01 8.583069e-06 2.031624e+05
4.168690e+00 9.223728e-06 4.788064e+01 1.256056e-04 9.992732e-01 1.763587e+09 2.231431e+02 -5.507720e-02 -4.347216e-01 -4.172325e-06 1.476372e+06
4.365154e+00 1.265198e-04 4.792596e+01 1.280897e-04 9.884291e-01 1.802956e+09 2.281248e+02 -4.417169e-02 -4.317601e-01 5.245209e-06 8.000978e+03
4.570877e+00 7.328894e-05 4.796426e+01 1.372926e-04 1.007924e+00 1.927189e+09 2.438437e+02 -6.724519e-02 -4.301426e-01 -5.185604e-06 2.555956e+04
4.786296e+00 5.045687e-05 4.801292e+01 1.397259e-04 9.992063e-01 1.982187e+09 2.508031e+02 -4.992747e-02 -4.227964e-01 -1.251698e-06 5.488182e+04
5.011867e+00 -2.323916e-05 4.807057e+01 1.449379e-04 9.938399e-01 2.031578e+09 2.570516e+02 -4.346251e-02 -4.205866e-01 8.583069e-06 2.683733e+05
5.248068e+00 4.538174e-06 4.813554e+01 1.510538e-04 9.982889e-01 2.111959e+09 2.672225e+02 -3.993279e-02 -4.148639e-01 6.914139e-06 7.334478e+06
5.495402e+00 5.978632e-05 4.821035e+01 1.602795e-04 1.015811e+00 2.228252e+09 2.819372e+02 -5.135447e-02 -4.140847e-01 6.079674e-06 4.483988e+04
5.754392e+00 1.586127e-05 4.829487e+01 1.635374e-04 1.001330e+00 2.291539e+09 2.899445e+02 -6.026334e-02 -4.102815e-01 -4.172325e-06 6.500404e+05
6.025588e+00 9.729855e-06 4.838665e+01 1.649595e-04 9.800355e-01 2.316258e+09 2.930723e+02 -7.590747e-02 -4.062845e-01 -1.311302e-06 1.742466e+06
6.309565e+00 5.689859e-05 4.849267e+01 1.749370e-04 9.988472e-01 2.436653e+09 3.083060e+02 -5.150783e-02 -4.091179e-01 5.722046e-06 5.403443e+04
6.606925e+00 1.513526e-04 4.860918e+01 1.778317e-04 9.873697e-01 2.501042e+09 3.164541e+02 -5.645323e-02 -3.981804e-01 -8.940697e-07 7.761996e+03
6.918300e+00 4.224294e-05 4.873950e+01 1.910530e-04 9.981922e-01 2.658143e+09 3.363306e+02 -6.552851e-02 -4.007146e-01 1.311302e-06 1.070635e+05
7.244349e+00 -6.061215e-05 4.888435e+01 1.962565e-04 9.912553e-01 2.752684e+09 3.482917e+02 -7.477307e-02 -3.978642e-01 3.814697e-06 5.341910e+04
7.585764e+00 1.272062e-04 4.904490e+01 2.042810e-04 9.904037e-01 2.871514e+09 3.633280e+02 -6.125790e-02 -3.888981e-01 2.503395e-06 1.262342e+04
7.943270e+00 1.839267e-04 4.922155e+01 2.130952e-04 1.006173e+00 2.997775e+09 3.793026e+02 -6.470501e-02 -3.845699e-01 5.483627e-06 6.298180e+03
8.317624e+00 -1.088535e-06 4.941651e+01 2.235028e-04 1.012985e+00 3.139178e+09 3.971951e+02 -6.248850e-02 -3.854843e-01 -1.847744e-06 1.886246e+08
8.709621e+00 7.218114e-05 4.963092e+01 2.301420e-04 9.820867e-01 3.214659e+09 4.067437e+02 -5.680007e-02 -3.717566e-01 8.344650e-07 4.417113e+04
9.120093e+00 1.660275e-04 4.986504e+01 2.360838e-04 9.746386e-01 3.324290e+09 4.206154e+02 -4.801035e-02 -3.789914e-01 -4.649162e-06 8.563577e+03
9.549910e+00 1.354571e-04 5.012117e+01 2.482592e-04 9.912848e-01 3.476634e+09 4.398913e+02 -7.774633e-02 -3.632821e-01 8.702278e-06 1.352912e+04
