#./underdamped_3d_var --dev=3 --amp=9.81 --omega=1.59 --force=0 --gam=0.03183 --Dg=0.5 --block=256 --paths=16384 --periods=1000000 --trans=100000 --samples=100 --spp=100 --algorithm=predcorr --icav=1 --pav=1 --mode=moments --domain=1d --domainx=D:-1:1:100:1 --domainy= --domainz= --q=2 --eps=0 --phi=0 --lambda=0 --Dp=0 --comp=0 --mean=0 >> fig1_omega1.59_amp9.81.dat
#D <<v>> <<v^2>> atav2 qnu(q) mu_q Dx Gx Gv EBx EBv
4.786297e-01 5.116920e-04 1.202592e+01 6.182361e-06 9.763173e-01 8.280978e+07 1.047777e+01 4.397380e-02 -4.786456e-01 -7.212162e-06 2.261224e+01
5.011868e-01 5.279888e-04 1.204558e+01 7.202405e-06 9.765411e-01 9.677927e+07 1.224534e+01 7.274389e-03 -4.791675e-01 1.668930e-06 2.483617e+01
5.248070e-01 5.659757e-04 1.206862e+01 8.403682e-06 9.775264e-01 1.135390e+08 1.436582e+01 1.218438e-03 -4.744598e-01 6.079674e-06 2.523457e+01
5.495405e-01 6.236649e-04 1.209523e+01 9.919225e-06 9.954335e-01 1.327401e+08 1.679534e+01 3.374696e-03 -4.684780e-01 5.245209e-06 2.450205e+01
5.754395e-01 6.472748e-04 1.212569e+01 1.123770e-05 9.790866e-01 1.516736e+08 1.919091e+01 7.374167e-03 -4.689129e-01 2.503395e-06 2.582255e+01
6.025591e-01 6.844950e-04 1.216079e+01 1.282648e-05 9.749506e-01 1.721772e+08 2.178529e+01 -1.005673e-02 -4.653383e-01 5.602837e-06 2.637581e+01
6.309568e-01 7.546879e-04 1.220064e+01 1.500990e-05 1.002674e+00 2.035756e+08 2.575799e+01 -9.326518e-03 -4.572405e-01 -1.072884e-06 2.535380e+01
6.606929e-01 7.613224e-04 1.224578e+01 1.675376e-05 9.697598e-01 2.270885e+08 2.873314e+01 4.134297e-03 -4.586175e-01 4.053116e-06 2.790514e+01
6.918304e-01 8.821647e-04 1.229641e+01 1.934976e-05 9.771332e-01 2.609100e+08 3.301241e+01 -1.183271e-02 -4.550294e-01 2.384186e-06 2.386430e+01
7.244353e-01 8.898751e-04 1.235339e+01 2.183238e-05 9.744794e-01 2.934473e+08 3.712936e+01 4.835129e-03 -4.541655e-01 -2.086163e-06 2.657039e+01
7.585769e-01 8.639317e-04 1.241633e+01 2.506522e-05 9.878603e-01 3.407623e+08 4.311599e+01 -4.183173e-03 -4.432953e-01 1.430511e-06 3.258247e+01
7.943276e-01 9.197157e-04 1.248569e+01 2.795824e-05 9.886950e-01 3.771594e+08 4.772135e+01 -2.154350e-03 -4.424124e-01 3.576279e-07 3.205237e+01
8.317630e-01 9.350229e-04 1.256249e+01 3.027378e-05 9.694808e-01 4.132317e+08 5.228526e+01 3.405094e-03 -4.392177e-01 -4.172325e-06 3.362758e+01
8.709628e-01 9.433055e-04 1.264653e+01 3.425586e-05 9.870703e-01 4.626615e+08 5.853975e+01 -4.322946e-03 -4.293494e-01 2.622604e-06 3.749730e+01
9.120100e-01 9.339900e-04 1.273789e+01 3.728061e-05 9.685193e-01 5.069662e+08 6.414571e+01 -1.724213e-02 -4.239233e-01 4.768372e-07 4.173646e+01
9.549918e-01 9.329505e-04 1.283653e+01 4.136483e-05 9.903618e-01 5.656285e+08 7.156783e+01 -6.945670e-03 -4.184673e-01 8.583069e-06 4.652411e+01
9.999991e-01 1.020263e-03 1.294293e+01 4.590747e-05 9.791898e-01 6.279278e+08 7.945068e+01 -2.812171e-02 -4.164793e-01 -4.053116e-06 4.310204e+01
1.047128e+00 9.821246e-04 1.305739e+01 4.857518e-05 9.611872e-01 6.650424e+08 8.414674e+01 -2.542752e-02 -4.080432e-01 -9.524822e-05 4.935949e+01
1.096477e+00 9.927299e-04 1.317911e+01 5.345161e-05 9.754230e-01 7.295949e+08 9.231449e+01 -4.941583e-03 -4.043995e-01 -5.125999e-06 5.323737e+01
1.148153e+00 1.004441e-03 1.330728e+01 5.779085e-05 9.778171e-01 7.963542e+08 1.007612e+02 -5.257607e-03 -3.952849e-01 -8.285046e-06 5.628096e+01
1.202263e+00 8.592554e-04 1.344442e+01 6.254034e-05 9.843920e-01 8.644065e+08 1.093715e+02 -3.849828e-02 -3.937178e-01 -8.344650e-07 8.370629e+01
1.258924e+00 9.420594e-04 1.358799e+01 6.686984e-05 9.783038e-01 9.217800e+08 1.166309e+02 -1.549679e-02 -3.884333e-01 4.291534e-06 7.434835e+01
1.318256e+00 9.030167e-04 1.373829e+01 7.195849e-05 9.866737e-01 9.949106e+08 1.258840e+02 -3.269672e-02 -3.783516e-01 5.960464e-06 8.724508e+01
1.380383e+00 9.490865e-04 1.389542e+01 7.609243e-05 9.780256e-01 1.048542e+09 1.326703e+02 -1.712143e-02 -3.789040e-01 0.000000e+00 8.347532e+01
1.445438e+00 1.017477e-03 1.405865e+01 8.163165e-05 9.812773e-01 1.134189e+09 1.435074e+02 -3.818232e-02 -3.683481e-01 7.271767e-06 7.785139e+01
1.513560e+00 1.037955e-03 1.422806e+01 8.896954e-05 9.874333e-01 1.230570e+09 1.557019e+02 -5.049908e-02 -3.652549e-01 7.390976e-06 8.158182e+01
1.584892e+00 7.782292e-04 1.440256e+01 9.258177e-05 9.861116e-01 1.290217e+09 1.632485e+02 -4.952723e-02 -3.648985e-01 9.059906e-06 1.518658e+02
1.659585e+00 9.726224e-04 1.458210e+01 9.764741e-05 9.854730e-01 1.344942e+09 1.701723e+02 -3.382224e-02 -3.647069e-01 2.384186e-06 1.022220e+02
1.737799e+00 1.032784e-03 1.476625e+01 1.017911e-04 9.867429e-01 1.407883e+09 1.781357e+02 -2.264565e-02 -3.491721e-01 3.457069e-06 9.443133e+01
1.819699e+00 7.675962e-04 1.495478e+01 1.053780e-04 9.830164e-01 1.469056e+09 1.858774e+02 -3.863126e-02 -3.473097e-01 9.179115e-06 1.778481e+02
1.905459e+00 7.339203e-04 1.514749e+01 1.108246e-04 9.846545e-01 1.549781e+09 1.960912e+02 -3.080946e-02 -3.360089e-01 2.026558e-06 2.047492e+02
1.995260e+00 4.922967e-04 1.534350e+01 1.156509e-04 9.882274e-01 1.618723e+09 2.048146e+02 -3.919166e-02 -3.335881e-01 -4.589558e-06 4.761944e+02
2.089294e+00 4.729372e-04 1.554301e+01 1.237922e-04 1.014711e+00 1.729347e+09 2.188109e+02 -5.085093e-02 -3.282759e-01 9.298325e-06 5.524604e+02
2.187760e+00 5.300193e-04 1.574608e+01 1.282013e-04 1.006824e+00 1.779956e+09 2.252152e+02 -5.160832e-02 -3.242205e-01 3.457069e-06 4.553616e+02
2.290866e+00 6.005878e-04 1.595074e+01 1.313662e-04 9.999565e-01 1.819959e+09 2.302755e+02 -4.097104e-02 -3.208157e-01 -1.549721e-06 3.631923e+02
2.398831e+00 5.503224e-04 1.615791e+01 1.359163e-04 9.942533e-01 1.899449e+09 2.403333e+02 -2.838528e-02 -3.177234e-01 -4.291534e-06 4.477837e+02
2.511884e+00 4.046277e-04 1.636757e+01 1.388443e-04 9.950354e-01 1.950826e+09 2.468340e+02 -5.214703e-02 -3.170011e-01 9.417534e-06 8.470409e+02
2.630266e+00 2.371894e-04 1.657954e+01 1.420114e-04 9.845951e-01 1.986615e+09 2.513638e+02 -2.552110e-02 -3.134589e-01 -5.960464e-08 2.523253e+03
2.754227e+00 3.257497e-04 1.679396e+01 1.481266e-04 1.002571e+00 2.085151e+09 2.638310e+02 -3.271586e-02 -3.022760e-01 6.079674e-06 1.394935e+03
2.884029e+00 1.452996e-04 1.700995e+01 1.533081e-04 1.002815e+00 2.154621e+09 2.726202e+02 -3.727657e-02 -3.013365e-01 2.741814e-06 7.260670e+03
3.019950e+00 2.005753e-04 1.722828e+01 1.574113e-04 1.014853e+00 2.228056e+09 2.819124e+02 -4.412764e-02 -2.950607e-01 2.145767e-06 3.911739e+03
3.162276e+00 1.210986e-04 1.744881e+01 1.606922e-04 1.009399e+00 2.250579e+09 2.847615e+02 -1.465321e-02 -3.034095e-01 2.622604e-06 1.095664e+04
3.311309e+00 8.638733e-05 1.767105e+01 1.694287e-04 1.007998e+00 2.368284e+09 2.996538e+02 -5.191374e-02 -2.904472e-01 -1.072884e-06 2.270219e+04
3.467366e+00 1.560937e-04 1.789590e+01 1.699399e-04 1.005881e+00 2.381019e+09 3.012664e+02 -4.502237e-02 -2.787493e-01 1.013279e-05 6.973687e+03
3.630778e+00 2.777337e-04 1.812285e+01 1.741096e-04 1.009516e+00 2.465548e+09 3.119620e+02 -4.822057e-02 -2.638596e-01 4.053116e-06 2.256176e+03
3.801891e+00 1.056755e-05 1.835269e+01 1.753801e-04 1.001326e+00 2.473439e+09 3.129601e+02 -4.471755e-02 -2.874563e-01 4.529953e-06 1.570478e+06
3.981068e+00 -6.740931e-05 1.858609e+01 1.787804e-04 1.001418e+00 2.524851e+09 3.194645e+02 -2.315694e-02 -2.762665e-01 4.887581e-06 3.934315e+04
4.168690e+00 1.982889e-05 1.882192e+01 1.843652e-04 1.007949e+00 2.584207e+09 3.269776e+02 -3.433043e-02 -2.787394e-01 5.483627e-06 4.689010e+05
4.365154e+00 -1.761983e-05 1.906233e+01 1.873002e-04 1.017766e+00 2.641764e+09 3.342576e+02 -3.770304e-02 -2.735071e-01 3.457069e-06 6.033012e+05
4.570877e+00 -1.819078e-04 1.930599e+01 1.915365e-04 1.010305e+00 2.686598e+09 3.399301e+02 -4.726583e-02 -2.711775e-01 5.960464e-06 5.787274e+03
4.786296e+00 -5.318117e-05 1.955435e+01 1.946099e-04 1.007881e+00 2.734335e+09 3.459697e+02 -4.600596e-02 -2.690158e-01 3.099442e-06 6.880862e+04
5.011867e+00 -1.248769e-04 1.980851e+01 1.996792e-04 1.018817e+00 2.807857e+09 3.552722e+02 -2.918738e-02 -2.583923e-01 1.668930e-06 1.280368e+04
5.248068e+00 -1.228865e-04 2.006693e+01 2.003690e-04 1.007059e+00 2.830282e+09 3.581111e+02 -4.338521e-02 -2.540199e-01 2.264977e-06 1.326752e+04
5.495402e+00 -3.895663e-04 2.033284e+01 2.079272e-04 1.004786e+00 2.890895e+09 3.657807e+02 -3.636366e-02 -2.504897e-01 3.695488e-06 1.369089e+03
5.754392e+00 -2.740996e-04 2.060340e+01 2.129306e-04 1.005051e+00 2.996634e+09 3.791597e+02 -4.351085e-02 -2.498767e-01 9.059906e-06 2.833140e+03
6.025588e+00 -2.964028e-04 2.088331e+01 2.128538e-04 1.007175e+00 2.991336e+09 3.784872e+02 -5.054647e-02 -2.376478e-01 4.768372e-07 2.421796e+03
6.309565e+00 -2.053553e-04 2.117018e+01 2.184777e-04 1.003037e+00 3.066262e+09 3.879695e+02 -5.108386e-02 -2.420649e-01 5.960464e-07 5.179783e+03
6.606925e+00 -3.348775e-04 2.146587e+01 2.260502e-04 1.004495e+00 3.141590e+09 3.974998e+02 -3.350902e-02 -2.474607e-01 6.198883e-06 2.014733e+03
6.918300e+00 -4.535684e-04 2.177103e+01 2.301570e-04 1.011290e+00 3.231993e+09 4.089380e+02 -2.019215e-02 -2.362437e-01 5.364418e-06 1.117764e+03
7.244349e+00 -2.587805e-04 2.208655e+01 2.366473e-04 1.018806e+00 3.306508e+09 4.183653e+02 -5.680358e-02 -2.214986e-01 1.192093e-07 3.532773e+03
7.585764e+00 -3.131904e-04 2.241319e+01 2.391793e-04 1.001135e+00 3.335432e+09 4.220258e+02 -6.597972e-02 -2.204955e-01 -2.384186e-06 2.437411e+03
7.943270e+00 -2.502404e-04 2.275139e+01 2.489796e-04 1.014571e+00 3.512037e+09 4.443734e+02 -5.008084e-02 -2.197886e-01 1.549721e-06 3.975025e+03
8.317624e+00 -1.735326e-04 2.310219e+01 2.470462e-04 1.001210e+00 3.481763e+09 4.405410e+02 -5.286545e-02 -2.306464e-01 4.768372e-07 8.202822e+03
8.709621e+00 -1.377357e-04 2.346722e+01 2.529524e-04 9.985863e-01 3.556235e+09 4.499646e+02 -4.359996e-02 -2.206429e-01 9.536743e-06 1.333254e+04
9.120093e+00 -3.958973e-04 2.383930e+01 2.625710e-04 1.010876e+00 3.687005e+09 4.665097e+02 -3.469473e-02 -2.107403e-01 2.264977e-06 1.674258e+03
9.549910e+00 -1.168114e-04 2.400366e+01 2.712084e-04 9.934320e-01 3.798363e+09 4.806023e+02 -5.271280e-02 -2.024590e-01 3.337860e-06 1.987518e+04
