#./underdamped_3d_var --dev=3 --amp=6.3 --omega=1.59 --force=0 --gam=0.03183 --Dg=0.5 --block=256 --paths=16384 --periods=1000000 --trans=100000 --samples=100 --spp=100 --algorithm=predcorr --icav=1 --pav=1 --mode=moments --domain=1d --domainx=D:-1:1:100:1 --domainy= --domainz= --q=2 --eps=0 --phi=0 --lambda=0 --Dp=0 --comp=0 --mean=0 >> fig1_omega1.59_amp6.3.dat
#D <<v>> <<v^2>> atav2 qnu(q) mu_q Dx Gx Gv EBx EBv
1.584892e-01 -1.237181e-04 8.125767e+00 2.652925e-04 9.970369e-01 3.713404e+09 4.698504e+02 -1.895851e-02 -2.628452e-01 7.271767e-06 1.733140e+04
1.659586e-01 -5.812459e-04 8.167219e+00 2.590652e-04 9.942458e-01 3.635469e+09 4.599898e+02 -7.556319e-03 -2.678676e-01 -1.549721e-06 7.658124e+02
1.737800e-01 -2.810205e-04 8.208662e+00 2.584768e-04 1.004614e+00 3.646955e+09 4.614433e+02 -4.252911e-03 -2.709867e-01 -3.218651e-06 3.271996e+03
1.819700e-01 -3.986520e-04 8.250332e+00 2.592164e-04 1.005118e+00 3.645619e+09 4.612739e+02 -8.619785e-03 -2.706748e-01 7.390976e-06 1.630078e+03
1.905460e-01 -3.000248e-04 8.292324e+00 2.533697e-04 1.001963e+00 3.581949e+09 4.532182e+02 -2.515888e-02 -2.644377e-01 4.410744e-06 2.813752e+03
1.995261e-01 -5.313673e-04 8.334607e+00 2.564912e-04 1.021409e+00 3.583195e+09 4.533760e+02 -3.413355e-02 -2.659587e-01 8.344650e-07 9.074120e+02
2.089295e-01 -2.348249e-04 8.376890e+00 2.504066e-04 1.000590e+00 3.495962e+09 4.423379e+02 -5.499840e-03 -2.667891e-01 1.907349e-06 4.540062e+03
2.187760e-01 -3.662709e-04 8.419419e+00 2.460496e-04 1.005116e+00 3.461761e+09 4.380110e+02 -6.820261e-03 -2.611999e-01 6.794930e-06 1.833078e+03
2.290866e-01 -4.275942e-04 8.461747e+00 2.459663e-04 9.992471e-01 3.462870e+09 4.381510e+02 -9.270668e-03 -2.628669e-01 2.384186e-06 1.344278e+03
2.398831e-01 -3.799487e-04 8.504429e+00 2.447754e-04 1.010957e+00 3.438826e+09 4.351079e+02 -3.262162e-04 -2.628486e-01 -7.152557e-06 1.694579e+03
2.511884e-01 -4.471545e-04 8.546587e+00 2.467259e-04 1.020121e+00 3.487289e+09 4.412411e+02 3.967643e-03 -2.554331e-01 8.344650e-07 1.232956e+03
2.630266e-01 -4.955420e-04 8.589199e+00 2.364674e-04 9.933739e-01 3.367278e+09 4.260558e+02 1.927841e-02 -2.558216e-01 5.960464e-06 9.619649e+02
2.754226e-01 -7.295429e-04 8.631299e+00 2.384019e-04 1.001868e+00 3.361791e+09 4.253595e+02 -1.515639e-02 -2.529554e-01 -7.390976e-06 4.469279e+02
2.884029e-01 -5.072723e-04 8.673790e+00 2.382304e-04 1.018629e+00 3.351424e+09 4.240489e+02 2.719998e-03 -2.568676e-01 7.033348e-06 9.247949e+02
3.019949e-01 -5.563713e-04 8.715685e+00 2.339397e-04 9.995728e-01 3.302642e+09 4.178766e+02 2.889037e-03 -2.595388e-01 -4.231930e-06 7.547434e+02
3.162274e-01 -3.461307e-04 8.757592e+00 2.340756e-04 1.016269e+00 3.291237e+09 4.164344e+02 -6.941020e-03 -2.591080e-01 -1.549721e-06 1.952781e+03
3.311308e-01 -6.588206e-04 8.799392e+00 2.309030e-04 1.000100e+00 3.234921e+09 4.093102e+02 -8.537591e-03 -2.518252e-01 6.079674e-06 5.309798e+02
3.467365e-01 -4.555455e-04 8.841067e+00 2.290232e-04 1.012786e+00 3.224825e+09 4.080309e+02 -1.196384e-02 -2.570111e-01 3.457069e-06 1.102611e+03
3.630777e-01 -6.334173e-04 8.882458e+00 2.261712e-04 9.852069e-01 3.166788e+09 4.006869e+02 -1.146847e-02 -2.460338e-01 -4.172325e-07 5.627122e+02
3.801890e-01 -6.924803e-04 8.923326e+00 2.269409e-04 1.015176e+00 3.179433e+09 4.022904e+02 -6.392777e-03 -2.536352e-01 1.788139e-06 4.722579e+02
3.981068e-01 -4.918942e-04 8.963928e+00 2.256181e-04 1.017023e+00 3.182203e+09 4.026385e+02 -1.109248e-02 -2.536696e-01 5.602837e-06 9.314608e+02
4.168690e-01 -5.757861e-04 9.004660e+00 2.196916e-04 9.940833e-01 3.075598e+09 3.891498e+02 1.049495e-02 -2.494311e-01 6.437302e-06 6.616606e+02
4.365154e-01 -6.657563e-04 9.044948e+00 2.202404e-04 1.008252e+00 3.065070e+09 3.878193e+02 2.586842e-04 -2.546443e-01 2.384186e-07 4.958970e+02
4.570878e-01 -5.891605e-04 9.084906e+00 2.178894e-04 1.009232e+00 3.065622e+09 3.878875e+02 -4.945159e-03 -2.417504e-01 -3.218651e-06 6.267242e+02
4.786297e-01 -5.566315e-04 9.124596e+00 2.166926e-04 1.014194e+00 3.013542e+09 3.812983e+02 -2.708375e-02 -2.418404e-01 -6.854534e-06 6.983726e+02
5.011868e-01 -4.481547e-04 9.163892e+00 2.152926e-04 1.009419e+00 3.006091e+09 3.803547e+02 -1.088530e-02 -2.451893e-01 5.006790e-06 1.070947e+03
5.248070e-01 -5.573144e-04 9.203466e+00 2.111080e-04 1.007381e+00 2.991759e+09 3.785400e+02 -1.762331e-02 -2.465950e-01 2.026558e-06 6.786796e+02
5.495405e-01 -5.924882e-04 9.242379e+00 2.100274e-04 1.005617e+00 2.955392e+09 3.739408e+02 -9.351969e-03 -2.487898e-01 9.894371e-06 5.972966e+02
5.754395e-01 -5.761994e-04 9.281328e+00 2.044552e-04 1.001514e+00 2.880956e+09 3.645220e+02 -1.055068e-02 -2.405785e-01 -3.099442e-06 6.148184e+02
6.025591e-01 -7.149061e-04 9.320181e+00 2.057965e-04 1.025250e+00 2.910211e+09 3.682245e+02 -1.419526e-02 -2.527544e-01 -1.728535e-06 4.016615e+02
6.309568e-01 -5.446508e-04 9.358672e+00 2.019219e-04 1.011718e+00 2.842161e+09 3.596140e+02 -9.268165e-03 -2.446076e-01 2.145767e-06 6.796865e+02
6.606929e-01 -4.640386e-04 9.397157e+00 1.988494e-04 1.008839e+00 2.792081e+09 3.532761e+02 -1.801443e-02 -2.354364e-01 -4.172325e-06 9.224556e+02
6.918304e-01 -5.823518e-04 9.435317e+00 1.969899e-04 1.009105e+00 2.772968e+09 3.508571e+02 -7.536232e-03 -2.339169e-01 -9.119511e-06 5.798621e+02
7.244353e-01 -8.176487e-04 9.474038e+00 1.988638e-04 1.017881e+00 2.758627e+09 3.490455e+02 -8.787215e-03 -2.377933e-01 2.145767e-06 2.964557e+02
7.585769e-01 -5.397853e-04 9.512373e+00 1.938915e-04 1.005577e+00 2.730547e+09 3.454908e+02 -9.800494e-03 -2.381653e-01 -3.576279e-07 6.644520e+02
7.943276e-01 -4.572705e-04 9.550879e+00 1.904954e-04 1.002679e+00 2.695014e+09 3.409952e+02 -1.521510e-02 -2.407972e-01 -4.172325e-07 9.100416e+02
8.317630e-01 -3.454284e-04 9.589561e+00 1.868134e-04 1.008724e+00 2.622783e+09 3.318569e+02 3.915071e-03 -2.265911e-01 4.768372e-07 1.564640e+03
8.709628e-01 -6.190042e-04 9.628322e+00 1.862335e-04 1.015493e+00 2.621608e+09 3.317071e+02 -2.965796e-02 -2.368681e-01 4.768372e-06 4.850384e+02
9.120100e-01 -5.559552e-04 9.667494e+00 1.838182e-04 1.005852e+00 2.566663e+09 3.247544e+02 -6.743729e-03 -2.398102e-01 -7.748604e-07 5.937151e+02
9.549918e-01 -3.743504e-04 9.707047e+00 1.789490e-04 1.000288e+00 2.512926e+09 3.179565e+02 -1.714993e-02 -2.370282e-01 -2.801418e-06 1.275946e+03
9.999991e-01 -3.991987e-04 9.746923e+00 1.771877e-04 9.984424e-01 2.467807e+09 3.122458e+02 -1.279747e-02 -2.318478e-01 2.384186e-07 1.110873e+03
1.047128e+00 -4.665301e-04 9.787266e+00 1.782703e-04 1.025668e+00 2.498533e+09 3.161335e+02 -2.538025e-02 -2.405670e-01 7.748604e-06 8.180674e+02
1.096477e+00 -3.898403e-04 9.828411e+00 1.744048e-04 1.013319e+00 2.438810e+09 3.085791e+02 -1.860780e-02 -2.281681e-01 4.768372e-07 1.146585e+03
1.148153e+00 -3.402763e-04 9.870269e+00 1.694730e-04 1.006272e+00 2.383344e+09 3.015609e+02 -3.108501e-02 -2.314920e-01 4.768372e-06 1.462650e+03
1.202263e+00 -4.484925e-04 9.912846e+00 1.684771e-04 1.015251e+00 2.380008e+09 3.011377e+02 -4.961610e-03 -2.251474e-01 5.960464e-07 8.365879e+02
1.258924e+00 -2.739979e-04 9.955983e+00 1.616897e-04 9.919716e-01 2.274086e+09 2.877358e+02 -3.433245e-02 -2.382866e-01 4.529953e-06 2.152714e+03
1.318256e+00 -1.766329e-04 1.000054e+01 1.644784e-04 1.024082e+00 2.311659e+09 2.924880e+02 -1.251400e-02 -2.307587e-01 -2.920628e-06 5.270884e+03
1.380383e+00 -2.943142e-04 1.004573e+01 1.631611e-04 1.018180e+00 2.308781e+09 2.921252e+02 -3.388524e-02 -2.293241e-01 2.503395e-06 1.882624e+03
1.445438e+00 -3.724613e-04 1.009251e+01 1.559969e-04 1.000085e+00 2.202240e+09 2.786438e+02 -1.691353e-02 -2.272274e-01 3.695488e-06 1.123485e+03
1.513560e+00 -3.806056e-04 1.014060e+01 1.555573e-04 1.009891e+00 2.174754e+09 2.751680e+02 -2.658170e-02 -2.251130e-01 -2.682209e-06 1.072841e+03
1.584892e+00 -1.437244e-04 1.018997e+01 1.557015e-04 1.020742e+00 2.195123e+09 2.777458e+02 -1.062387e-02 -2.199817e-01 -5.125999e-06 7.536577e+03
1.659585e+00 -7.288883e-05 1.024112e+01 1.554388e-04 1.025723e+00 2.183530e+09 2.762775e+02 -3.865945e-02 -2.260922e-01 -4.172325e-07 2.925652e+04
1.737799e+00 -1.889341e-04 1.029414e+01 1.500178e-04 1.007342e+00 2.111723e+09 2.671922e+02 -4.584551e-03 -2.238907e-01 3.337860e-06 4.201638e+03
1.819699e+00 -1.166232e-04 1.034841e+01 1.495964e-04 1.013980e+00 2.088740e+09 2.642844e+02 -1.314521e-02 -2.234603e-01 1.549721e-06 1.099795e+04
1.905459e+00 -1.530359e-04 1.040530e+01 1.476641e-04 1.012512e+00 2.067069e+09 2.615438e+02 -8.289635e-03 -2.234030e-01 -1.788139e-07 6.304051e+03
1.995260e+00 -2.557363e-04 1.046385e+01 1.472248e-04 1.014920e+00 2.074680e+09 2.625068e+02 -2.955794e-04 -2.165400e-01 1.049042e-05 2.250106e+03
2.089294e+00 2.104984e-05 1.052511e+01 1.434298e-04 9.965318e-01 2.012048e+09 2.545806e+02 -1.520979e-02 -2.219431e-01 1.132488e-05 3.236984e+05
2.187760e+00 -1.801076e-04 1.058899e+01 1.413462e-04 1.000481e+00 1.975915e+09 2.500098e+02 -2.786392e-02 -2.187386e-01 6.556511e-06 4.356328e+03
2.290866e+00 -1.459861e-04 1.065558e+01 1.434312e-04 1.010949e+00 2.015706e+09 2.550444e+02 -1.502579e-02 -2.097395e-01 6.675720e-06 6.729091e+03
2.398831e+00 -2.130345e-04 1.072480e+01 1.409409e-04 1.009540e+00 1.978768e+09 2.503697e+02 -1.913726e-02 -2.034333e-01 3.099442e-06 3.104539e+03
2.511884e+00 -1.559485e-04 1.079739e+01 1.368040e-04 9.941675e-01 1.911346e+09 2.418397e+02 -2.422392e-03 -2.006305e-01 1.549721e-06 5.624183e+03
2.630266e+00 7.493302e-05 1.087345e+01 1.384146e-04 1.011527e+00 1.945901e+09 2.462127e+02 -3.480709e-02 -2.120372e-01 5.006790e-06 2.465004e+04
2.754227e+00 -2.546016e-06 1.095298e+01 1.392901e-04 1.014102e+00 1.964635e+09 2.485819e+02 -3.190088e-02 -2.091259e-01 -2.205372e-06 2.148809e+07
2.884029e+00 1.352926e-04 1.103644e+01 1.352272e-04 9.970054e-01 1.922437e+09 2.432426e+02 -2.290082e-02 -2.128557e-01 -1.847744e-06 7.386810e+03
3.019950e+00 -1.108443e-04 1.112406e+01 1.404795e-04 1.025044e+00 1.970899e+09 2.493743e+02 2.001762e-03 -2.029722e-01 2.264977e-06 1.143269e+04
3.162276e+00 1.622051e-04 1.121622e+01 1.366338e-04 9.960668e-01 1.927294e+09 2.438568e+02 2.101183e-03 -2.024536e-01 1.788139e-06 5.192130e+03
3.311309e+00 -1.018148e-04 1.131329e+01 1.365927e-04 1.007970e+00 1.931126e+09 2.443419e+02 -1.668787e-02 -1.978067e-01 1.096725e-05 1.317567e+04
3.467366e+00 3.656935e-05 1.141513e+01 1.381569e-04 1.017504e+00 1.965504e+09 2.486916e+02 -2.478278e-02 -2.023532e-01 2.503395e-06 1.033080e+05
3.630778e+00 -5.967474e-05 1.152264e+01 1.402254e-04 1.022515e+00 1.966283e+09 2.487897e+02 -1.798159e-02 -1.964980e-01 -4.768372e-07 3.937628e+04
3.801891e+00 -7.258299e-05 1.163654e+01 1.387685e-04 1.018249e+00 1.935647e+09 2.449141e+02 1.181793e-02 -2.012586e-01 2.384186e-06 2.633934e+04
3.981068e+00 8.193489e-05 1.175604e+01 1.393696e-04 1.001118e+00 1.958854e+09 2.478490e+02 -1.563704e-02 -1.882398e-01 5.364418e-06 2.075914e+04
4.168690e+00 2.416628e-05 1.188255e+01 1.413759e-04 1.005278e+00 1.996948e+09 2.526707e+02 -1.527977e-02 -2.001352e-01 1.001358e-05 2.420772e+05
4.365154e+00 1.592230e-04 1.196003e+01 1.433117e-04 1.017559e+00 2.018492e+09 2.553968e+02 -2.927154e-02 -1.852473e-01 -7.808208e-06 5.651887e+03
4.570877e+00 5.354339e-05 1.201094e+01 1.441812e-04 1.012977e+00 2.026823e+09 2.564503e+02 -7.364333e-03 -1.832593e-01 7.271767e-06 5.029077e+04
4.786296e+00 6.994752e-06 1.206824e+01 1.442961e-04 1.006787e+00 2.019741e+09 2.555538e+02 -3.005981e-03 -1.829247e-01 1.311302e-06 2.949238e+06
5.011867e+00 3.259055e-04 1.213268e+01 1.475270e-04 1.013408e+00 2.077279e+09 2.628349e+02 -1.844001e-02 -1.792584e-01 5.245209e-06 1.387954e+03
5.248068e+00 3.021055e-04 1.220437e+01 1.503690e-04 1.023003e+00 2.108000e+09 2.667221e+02 8.797646e-05 -1.748573e-01 4.053116e-06 1.646560e+03
5.495402e+00 8.498241e-05 1.228485e+01 1.505315e-04 9.985896e-01 2.108082e+09 2.667311e+02 -2.335948e-02 -1.759444e-01 -1.549721e-06 2.084243e+04
5.754392e+00 2.406110e-04 1.237371e+01 1.526973e-04 9.965328e-01 2.155815e+09 2.727714e+02 -1.603007e-02 -1.803015e-01 3.576279e-06 2.636548e+03
6.025588e+00 1.986050e-04 1.247305e+01 1.552210e-04 1.001622e+00 2.188381e+09 2.768919e+02 -2.632087e-02 -1.665235e-01 4.649162e-06 3.934229e+03
6.309565e+00 3.033446e-04 1.258287e+01 1.574420e-04 9.877834e-01 2.208288e+09 2.794108e+02 -2.671176e-02 -1.649870e-01 -2.145767e-06 1.709993e+03
6.606925e+00 2.332406e-04 1.270427e+01 1.625433e-04 1.002541e+00 2.287541e+09 2.894388e+02 -2.486700e-02 -1.565248e-01 9.059906e-06 2.986863e+03
6.918300e+00 4.300459e-04 1.283778e+01 1.703457e-04 1.006831e+00 2.390680e+09 3.024880e+02 -2.374876e-02 -1.480322e-01 4.291534e-06 9.200885e+02
7.244349e+00 1.813847e-04 1.298511e+01 1.725818e-04 1.003382e+00 2.437726e+09 3.084407e+02 -4.680294e-02 -1.441790e-01 2.026558e-06 5.244585e+03
7.585764e+00 1.347172e-04 1.314670e+01 1.765571e-04 1.004673e+00 2.491595e+09 3.152558e+02 -2.284873e-02 -1.267768e-01 2.145767e-06 9.727351e+03
7.943270e+00 4.373695e-04 1.332418e+01 1.857653e-04 1.009526e+00 2.601300e+09 3.291376e+02 -2.948469e-02 -1.321092e-01 6.556511e-06 9.701081e+02
8.317624e+00 5.220582e-04 1.351812e+01 1.915586e-04 9.981212e-01 2.646784e+09 3.348939e+02 -3.104430e-02 -1.469823e-01 6.198883e-06 7.018519e+02
8.709621e+00 4.264893e-04 1.372977e+01 1.910775e-04 9.779703e-01 2.666363e+09 3.373701e+02 -3.809255e-02 -1.396825e-01 5.722046e-06 1.049493e+03
9.120093e+00 3.451258e-04 1.396037e+01 2.028837e-04 9.989894e-01 2.848477e+09 3.604134e+02 -6.290573e-02 -1.393633e-01 7.987022e-06 1.702304e+03
9.549910e+00 4.476180e-04 1.421091e+01 2.107529e-04 1.001802e+00 2.937195e+09 3.716374e+02 -4.215097e-02 -1.155319e-01 -3.278255e-06 1.050862e+03
